generation,chromosome,patient_waiting_time,total_time_in_system,resource_utilization_balance,staff_workload_equity
8,22>9>1>9>13>23>18>22>16>11>7>5>17>2>10>18>14>1>21>13>20>18>1>7,26.20160149934581,27.139094874909656,0.8333333333333334,0.0012802086017799769
8,8>22>16>9>4>21>2>19>18>11>9>23>17>20>20>13>19>11>16>11>8>21>14>18,25.928931491478,26.93102252274947,0.8333333333333334,0.0014936371602187791
8,23>15>2>16>1>22>16>13>18>12>9>5>11>22>9>8>4>10>6>21>3>18>10>14,26.26916578579204,27.553701844546573,0.4166666666666667,0.0023911126512729864
8,5>20>24>9>23>14>17>17>7>11>2>19>11>22>11>19>3>11>13>7>3>18>9>16,26.109538454298512,26.95773667000831,0.9166666666666666,0.001055349526301536
8,23>9>1>2>4>16>20>8>5>13>9>18>22>4>16>15>14>17>21>13>16>21>20>18,25.753563526822717,27.025228956958113,0.75,0.0024382097779283786
8,8>2>14>16>4>21>17>15>18>11>17>19>18>4>19>4>13>1>8>14>21>4>18>16,25.449998870834346,27.088901739016706,1.25,0.004146970020141095
8,13>22>8>9>23>8>18>2>3>12>15>18>11>18>24>6>5>9>21>11>18>12>19>19,26.306511251603638,26.919981002932776,0.9166666666666666,0.0005438257844128084
8,13>16>9>14>11>23>10>5>10>12>23>8>8>5>22>17>3>12>22>21>16>21>19>7,26.34042370159986,27.435317355599384,0.6666666666666666,0.001727819471901284
8,1>5>4>16>16>24>17>17>5>12>12>22>22>4>19>13>14>4>21>21>13>14>7>22,25.464440527706795,26.942715995524413,1.0833333333333333,0.0033700974708832866
8,3>9>9>16>17>1>2>18>16>4>23>4>12>4>20>15>12>14>22>21>15>12>22>5,25.543107562939273,26.98244243623723,0.8333333333333334,0.003175237619950897
8,1>9>19>2>11>19>2>8>16>7>23>5>20>9>8>4>13>9>8>24>15>21>8>7,26.009890486557413,26.94906425331117,1.0,0.0013038116557743552
8,14>9>8>2>3>21>5>24>5>11>12>17>20>20>1>11>19>1>16>11>15>12>14>21,26.215844526656223,26.95078517452793,0.75,0.0007859172662234443
8,13>22>16>10>13>16>20>6>24>12>17>17>12>17>19>5>14>9>18>13>8>21>15>15,26.02851852651816,27.101833814725513,0.75,0.0017004181464646995
8,8>2>24>9>23>21>22>22>18>24>18>17>15>4>1>6>12>6>16>19>18>21>24>21,25.850128857227347,26.85148943549541,0.9166666666666666,0.001500567566862515
8,14>9>24>9>4>14>17>17>2>16>4>8>8>4>20>2>4>1>22>24>18>17>23>8,25.201460440216454,26.775872965424522,1.3333333333333333,0.003902884093277379
8,1>16>9>13>13>14>12>13>5>17>17>1>2>2>2>2>3>22>22>21>17>21>21>21,25.606550968827634,26.487659607201458,1.6666666666666667,0.0011840137514658796
9,19>20>8>1>13>8>22>8>24>24>23>19>7>22>16>24>11>1>24>22>5>21>1>14,26.172997328099267,26.65455748377885,1.3333333333333333,0.0003385276688818934
9,3>11>6>5>13>11>9>15>19>16>9>1>20>24>21>24>15>19>16>21>21>21>14>9,26.264916326591102,26.679189077547676,1.1666666666666667,0.00024878299584838777
9,11>22>18>15>17>19>18>13>16>12>15>6>8>16>13>12>3>7>15>19>9>1>3>13,26.16588830456874,26.812128978178432,0.9166666666666666,0.0006099828301925526
9,2>20>13>2>8>11>5>19>18>17>1>15>7>23>21>12>23>1>14>19>9>22>8>17,25.94142611159082,26.779388693709308,0.5,0.0010434257682267031
9,12>21>9>14>13>19>1>1>18>13>15>8>2>20>10>12>22>15>11>15>3>5>21>5,26.36887815032574,27.20226776031643,0.6666666666666666,0.000998878939972565
9,2>21>17>24>22>11>17>8>19>11>1>4>20>4>13>20>19>10>11>24>15>12>24>7,25.71033106950237,27.107656803917095,0.8333333333333334,0.002953792455173951
9,23>7>16>2>11>16>20>17>23>13>24>22>20>9>12>17>23>1>14>11>8>21>2>9,25.78370961278934,26.47866803475509,0.75,0.0007264853184180466
9,8>4>19>2>7>14>2>13>16>24>5>18>15>4>14>20>19>22>21>11>21>6>15>16,25.866022285247293,27.099516609564844,0.5833333333333334,0.002274128579797742
9,21>22>3>16>7>19>20>6>21>12>16>24>15>18>2>6>2>7>14>13>17>4>15>18,25.871880704420125,26.893857527297836,0.5833333333333334,0.00156036461557687
9,8>21>19>13>15>19>20>19>21>11>17>17>2>22>13>4>18>6>4>13>17>12>1>14,25.499980784402748,26.78561785569441,0.9166666666666666,0.0025418918415860002
9,1>22>6>21>1>3>9>17>24>13>15>1>12>13>20>12>19>17>4>11>21>12>15>18,25.766443048294395,26.790505017550622,0.8333333333333334,0.0015795869449092758
10,19>20>16>12>15>16>16>16>21>7>2>24>1>24>13>24>14>16>21>13>11>1>8>19,26.117314354884893,26.465723996255118,1.4166666666666667,0.00017796036846163895
10,1>11>14>16>7>8>16>1>16>13>6>18>7>17>5>13>13>1>17>19>21>6>3>8,26.119716300104702,26.905308715506454,1.0833333333333333,0.000904602227055187
10,8>20>20>17>23>1>11>5>22>24>7>22>16>4>13>24>5>1>24>12>12>19>15>8,25.94772256581508,26.992736254119475,0.75,0.001621979895202872
10,8>9>1>21>13>19>24>1>19>4>15>22>2>24>13>13>1>11>14>9>12>2>24>9,25.859193669857344,26.730405500583615,1.1666666666666667,0.0011350567379592917
10,8>20>16>21>22>7>6>18>2>19>1>24>19>17>10>24>19>16>22>2>3>6>15>14,26.173003366277346,27.070547240828635,0.6666666666666666,0.0011759916893016127
10,12>19>23>2>22>2>4>17>8>16>22>22>6>7>3>13>2>4>22>24>19>1>15>5,25.555693724937797,26.806726468122882,0.9166666666666666,0.0023964148595913976
10,19>19>8>2>17>16>11>22>8>23>16>6>1>18>8>18>19>8>15>15>12>22>2>24,26.063598244550224,26.757411576098004,1.1666666666666667,0.0007086251072860762
10,1>6>16>2>7>7>17>16>2>13>5>24>2>18>11>15>24>4>21>12>17>12>3>3,25.786602537336524,26.927358557881245,0.75,0.0019570291133646812
10,1>22>17>7>14>19>4>13>19>5>16>6>1>20>17>24>2>15>23>15>21>24>20>24,25.809697421387938,26.882854294391315,0.6666666666666666,0.0017288630654672624
10,8>4>23>16>17>18>3>22>22>19>15>3>1>4>13>19>24>2>9>3>23>21>14>14,25.787613651930666,27.074979038873423,0.6666666666666666,0.0024921911318270336
10,3>19>9>12>4>23>2>13>6>17>15>13>21>21>13>13>24>22>18>19>21>24>2>24,25.722073251639703,26.690953282859642,1.1666666666666667,0.0014188225059971384
10,19>18>9>9>18>16>2>17>6>13>16>19>2>4>8>16>23>16>21>11>8>22>14>3,25.919560099294614,26.95799843938373,0.9166666666666666,0.0016051150821735057
10,3>4>9>14>13>11>5>17>22>16>17>22>6>9>3>12>24>4>22>4>12>12>3>9,25.511328637994286,27.00257522159316,1.3333333333333333,0.003416903932562629
10,11>22>13>16>13>18>7>6>24>19>17>15>19>4>8>6>1>1>21>9>19>23>3>16,25.948881926462406,26.921508919352206,0.5833333333333334,0.0014049321035964144
11,1>17>9>17>11>16>4>22>21>12>15>24>6>22>12>24>5>4>11>1>4>24>3>2,25.443283549512742,26.885891633326118,0.9166666666666666,0.0032147737030522074
11,7>13>13>1>22>19>4>21>8>12>23>24>9>14>8>13>19>1>24>13>3>21>15>5,26.00287734248039,26.931823640694986,0.9166666666666666,0.0012762577786041508
